TSK,PSFC,U10,V10,Q2,RAINC,RAINNC,SNOW,TSLB,SMOIS,DATETIME,WIND_SPEED
279.6,101069,4.3,3.9,0.00552,0,0,0,273.2,1,2018-05-03T01:00:00Z,5.81
277.7,97464,6,5.4,0.00557,0,0,0,285.1,0.2662,2018-05-03T01:00:00Z,8.07
279.7,101132,3.9,3.8,0.00549,0,0,0,273.2,1,2018-05-03T01:00:00Z,5.45
276.9,94578,7.1,4,0.0051,0,0.8,0,278.9,0.2832,2018-05-03T01:00:00Z,8.15
278.3,96940,3.6,4.3,0.00555,1.3,2.7,0,279.2,0.3132,2018-05-03T01:00:00Z,5.61
279.5,99486,4.2,5.3,0.00591,0.65,0.9,0,281.3,0.2765,2018-05-03T01:00:00Z,6.76
278.9,100375,4.5,3.3,0.00573,0,0,0,285.9,0.2546,2018-05-03T01:00:00Z,5.58
278.4,98405,5.9,3.6,0.00528,0,0,0,283.9,0.2474,2018-05-03T01:00:00Z,6.91
281.3,100384,6.3,9,0.00624,0.7,0.5,0,273.2,1,2018-05-03T01:00:00Z,10.99
277,95718,4.4,4.4,0.00542,0.4,3.5,0,278.9,0.2928,2018-05-03T01:00:00Z,6.22
278.2,98337,4.8,2.8,0.00501,0,0,0,284,0.2619,2018-05-03T01:00:00Z,5.56
277.7,96865,3.8,4.5,0.00555,0.7,1.8,0,279.5,0.2781,2018-05-03T01:00:00Z,5.89
277.5,98352,4.6,2.9,0.00533,0,0,0,283.3,0.2643,2018-05-03T01:00:00Z,5.44
277,97608.5,4.9,1.5,0.00551,0,0,0,281.4,0.288,2018-05-03T01:00:00Z,5.12
278.4,97688,6.2,4.3,0.00529,0,0,0,283.5,0.2467,2018-05-03T01:00:00Z,7.55
281.7,100812,2.6,7.5,0.00637,0,0.7,0,273.2,1,2018-05-03T01:00:00Z,7.94
279,99913,2.7,3.6,0.00558,0,0.3,0,280.7,0.3211,2018-05-03T01:00:00Z,4.5
277.8,98451,4.7,2.8,0.00548,0,0.2,0,281.5,0.2889,2018-05-03T01:00:00Z,5.47
280.4,100788,4.6,4.8,0.00553,0,0,0,273.2,1,2018-05-03T01:00:00Z,6.65
277.7,96923,4.8,4,0.0055,0.3,2.4,0,279.7,0.3091,2018-05-03T01:00:00Z,6.25
278.5,98404,5.7,5.7,0.00578,0,0.1,0,284.7,0.2699,2018-05-03T01:00:00Z,8.06
280.3,100735,5.25,5.8,0.00554,0,0,0,273.2,1,2018-05-03T01:00:00Z,7.82
277.6,96906,6.2,3.4,0.00511,0,0,0,283.4,0.2565,2018-05-03T01:00:00Z,7.07
278.2,98251,5.1,3.6,0.00514,0,0,0,283.4,0.2544,2018-05-03T01:00:00Z,6.24
280.3,100808,1.9,5.4,0.00551,0.1,0,0,273.2,1,2018-05-03T01:00:00Z,5.72
281.8,100488,2.5,6.8,0.00622,0,0.9,0,273.2,1,2018-05-03T01:00:00Z,7.24
287,99885,6,3.7,0.00554,0,0,0,283.8,0.2934,2018-05-03T04:00:00Z,7.05
285.7,97912,5.7,4.6,0.00558,0,0,0,283.5,0.2807,2018-05-03T04:00:00Z,7.32
280.7,96687,3.1,5.2,0.00551,0,0.1,0,281,0.255,2018-05-03T04:00:00Z,6.05
282.1,99529,4.1,6.8,0.00625,1.4,1.4,0,281.9,0.2674,2018-05-03T04:00:00Z,7.94
281.8,100664,5.4,9,0.00651,0,0.1,0,273.2,1,2018-05-03T04:00:00Z,10.5
282.5,99247,1.1,4.1,0.00581,0,1.1,0,280.4,0.3049,2018-05-03T04:00:00Z,4.24
280.7,99565,1.5,6.8,0.00609,0,2.9,0,280.9,0.2944,2018-05-03T04:00:00Z,6.96
282.1,99982,3.2,6.4,0.00618,0.9,1.5,0,281.7,0.2706,2018-05-03T04:00:00Z,7.16
281.2,99366,1.2,6.4,0.00602,0.5,3.1,0,280.9,0.3113,2018-05-03T04:00:00Z,6.51
281.1,100755,4.1,7.4,0.0059,0.1,0,0,273.2,1,2018-05-03T04:00:00Z,8.46
283.8,96992,4.8,2.5,0.00507,0,0,0,277.04999999999995,0.2649,2018-05-03T04:00:00Z,5.41
279.6,101243,3,4.2,0.00554,0,0,0,273.2,1,2018-05-03T04:00:00Z,5.16
282.6,97662,6.3,6.2,0.00589,0,0.1,0,284.2,0.2641,2018-05-03T04:00:00Z,8.84
279.7,101317,1.9,3.8,0.00555,0,0,0,273.2,1,2018-05-03T04:00:00Z,4.25
283.6,94818,4.3,5,0.00514,0,0.8,0,278.8,0.2807,2018-05-03T04:00:00Z,6.59
279.8,97120,1.1,5.1,0.00583,1.3,4.3,0,279.5,0.311,2018-05-03T04:00:00Z,5.22
281.7,99669,3.5,5.5,0.00611,2.1,1.5,0,281.6,0.2743,2018-05-03T04:00:00Z,6.52
284.8,100531,4,4.4,0.00535,0,0,0,285.7,0.29264999999999997,2018-05-03T04:00:00Z,5.95
284.6,98584,4.8,4.95,0.00532,0,0,0,283.9,0.2445,2018-05-03T04:00:00Z,6.9
281.3,100587,5,9.4,0.00533499999999999,0.7,1,0,273.2,1,2018-05-03T04:00:00Z,10.65
279.3,95922,2,5.7,0.0057,0.4,4.5,0,279,0.2923,2018-05-03T04:00:00Z,6.04
284.3,98505,4.6,2.8,0.00507,0,0,0,284.7,0.2577,2018-05-03T04:00:00Z,5.39
280.4,97071,1.9,5,0.00571,0.7,2.2,0,279.7,0.2758,2018-05-03T04:00:00Z,5.35
283.3,98538,5.8,4.4,0.00529,0,0.2,0,283.8,0.2623,2018-05-03T04:00:00Z,7.28
285.8,98370,5.7,4.2,0.00562,0,0.1,0,283.5,0.2842,2018-05-03T04:00:00Z,7.08
282.7,97876,5.8,4.8,0.00543,0,0,0,283.7,0.2448,2018-05-03T04:00:00Z,7.53
281.7,100920,2.2,10.3,0.00643,0,1.7,0,273.2,1,2018-05-03T04:00:00Z,10.53
283.4,100080,1.3,4.4,0.00573,0,0.4,0,280.7,0.3201,2018-05-03T04:00:00Z,4.59
286.1,98635,2.7,4.1,0.00569,0,0.3,0,281,0.2847,2018-05-03T04:00:00Z,4.91
280.4,100941,4,3,0.00564,0,0,0,273.2,1,2018-05-03T04:00:00Z,5
282.8,97107,1.8,4.6,0.00576,0.3,2.8,0,279.6,0.3065,2018-05-03T04:00:00Z,4.94
284.5,98606,5.2,6.5,0.00607,0,0.2,0,283.7,0.2668,2018-05-03T04:00:00Z,8.32
280.3,100911,3.7,6.2,0.00567,0,0,0,273.2,1,2018-05-03T04:00:00Z,7.22
283.8,97106,5.3,4.3,0.00519,0,0,0,283.4,0.2536,2018-05-03T04:00:00Z,6.82
282.8,98426,4.9,3.6,0.00522,0,0,0,284,0.2515,2018-05-03T04:00:00Z,6.08
280.3,100990,1.2,3.9,0.00575,0.1,0,0,273.2,1,2018-05-03T04:00:00Z,4.08
281.8,100608,1.8,8.9,0.00629,0,0,0,273.2,1,2018-05-03T04:00:00Z,9.08
288.94999999999993,99981,6.5,5.3,0.00581,0,0,0,283,0.2914,2018-05-03T07:00:00Z,8.39
287.1,98003,6.3,5.8,0.00581,0,0,0,282.4,0.2789,2018-05-03T07:00:00Z,8.56
283,96699,3.6,7,0.00576,0,0.1,0,280.6,0.2538,2018-05-03T07:00:00Z,7.87
282.8,99625,4.1,7.1,0.00636,1.4,1.5,0,281.5,0.2661,2018-05-03T07:00:00Z,8.2
281.8,100771,4.7,11.2,0.00653,0,0.2,0,273.2,1,2018-05-03T07:00:00Z,12.15
281.8,99282,0.1,9.15,0.00606,0,2.3,0,280.6,0.63305,2018-05-03T07:00:00Z,9.15
281.4,99629,1.3,6.4,0.00624,0,4.2,0,281,0.2943,2018-05-03T07:00:00Z,6.53
282.9,100078,3,7.5,0.0063,0.9,1.8,0,281.5,0.27,2018-05-03T07:00:00Z,8.08
280.7,99440,0.2,6.9,0.00628,0.5,5,0,281.1,0.311,2018-05-03T07:00:00Z,6.9
281.1,100836,3.2,7.5,0.00592,0.1,0,0,273.2,1,2018-05-03T07:00:00Z,8.15
288.94999999999993,97102,4.5,4.1,0.00535,0,0,0,282.3,0.2628,2018-05-03T07:00:00Z,6.09
279.6,101317,4.1,3.9,0.00565,0,0,0,273.2,1,2018-05-03T07:00:00Z,5.66
288.94999999999993,97766,6.5,7.4,0.00614,0,0.1,0,282.8,0.2622,2018-05-03T07:00:00Z,9.85
279.7,101388,3.3,3.2,0.00569,0,0,0,273.2,1,2018-05-03T07:00:00Z,4.6
281.3,94855,2.9,5.8,0.00568,0,1,0,278.5,0.2798,2018-05-03T07:00:00Z,6.48
280.1,97187,1.2,6,0.0059,1.3,5.7,0,279.7,0.3104,2018-05-03T07:00:00Z,6.12
282.8,99757,2.05,7.5,0.00625,2.1,1.6,0,281.4,0.2729,2018-05-03T07:00:00Z,7.78
288.94999999999993,100633,4.3,5.5,0.00599,0,0,0,284.3,0.29164999999999996,2018-05-03T07:00:00Z,6.98
288.94999999999993,98675,4.3,5.7,0.00594,0,0,0,283,0.2429,2018-05-03T07:00:00Z,7.14
281.3,100687,4.6,10.7,0.00641,0.7,1.2,0,283.65,1,2018-05-03T07:00:00Z,11.65
280,95976,1.9,7.3,0.0058,0.4,5.2,0,279.2,0.2917,2018-05-03T07:00:00Z,7.54
288.94999999999993,98624,4.5,4,0.00541,0,0,0,283.6,0.2552,2018-05-03T07:00:00Z,6.02
281.1,97112,1.7,6.5,0.00589,0.7,2.7,0,279.7,0.2749,2018-05-03T07:00:00Z,6.72
286.6,98628,5.7,5.4,0.0058,0,0.2,0,282.7,0.261,2018-05-03T07:00:00Z,7.85
288.4,98465,6.2,5.8,0.00591,0,0.1,0,282.3,0.2823,2018-05-03T07:00:00Z,8.49
288.94999999999993,97965,4.8,6.2,0.00596,0,0.15000000000000002,0,282.8,0.2431,2018-05-03T07:00:00Z,7.84
281.7,101021,2.4,11.65,0.00662,0,2.2,0,273.2,1,2018-05-03T07:00:00Z,11.89
282.5,100100,0.7,6,0.00599,0,1.3,0,280.8,0.3206,2018-05-03T07:00:00Z,6.04
286.1,100560.5,1.8,6,0.00592,0,0.9,0,280.7,0.2838,2018-05-03T07:00:00Z,6.26
280.4,101020,4.6,3.6,0.00576,0,0,0,273.2,1,2018-05-03T07:00:00Z,5.84
280.9,97162,0.1,5.4,0.00587,0.3,4,0,279.7,0.30620000000000003,2018-05-03T07:00:00Z,5.4
286.5,98710,5.1,7,0.00628,0,0.2,0,282.6,0.6531,2018-05-03T07:00:00Z,8.66
280.3,101006,5.1,5.9,0.0058,0,0,0,273.2,1,2018-05-03T07:00:00Z,7.8
283.4,97169,4.3,5.4,0.00564,0,0,0,281.9,0.2519,2018-05-03T07:00:00Z,6.9
288.94999999999993,98524,4.6,4.6,0.00569,0,0,0,282.9,0.2499,2018-05-03T07:00:00Z,6.51
280.3,97846.5,4.449999999999999,2.8,0.005665,0.1,0,0,273.2,1,2018-05-03T07:00:00Z,5.26
281.8,100695,1.4,9.8,0.00652,0,2.6,0,278.04999999999995,1,2018-05-03T07:00:00Z,9.9
287.7,100027,5,4.8,0.00603,0,0,0,280.6,0.2906,2018-05-03T10:00:00Z,6.93
288.5,98076,5.6,6.4,0.00609,0,0,0,279.5,0.2777,2018-05-03T10:00:00Z,8.5
283.1,96811,4.3,7.2,0.00584,0,0.1,0,279.5,0.253,2018-05-03T10:00:00Z,8.39
283.2,99712,3.9,7.3,0.00652,0,1.9,0,280.4,0.2655,2018-05-03T10:00:00Z,8.28
281.8,100860,4.6,11.65,0.00678,0,0.2,0,273.2,1,2018-05-03T10:00:00Z,12.53
280.8,99330,0.7,5,0.00638,0,3.4,0,280.6,0.3041,2018-05-03T10:00:00Z,5.05
282,99722,2.3,6.8,0.00662,0,4.9,0,280.2,0.2938,2018-05-03T10:00:00Z,7.18
282.9,100165,3,7.3,0.00652,0.9,2.4,0,280.8,0.2699,2018-05-03T10:00:00Z,7.89
281.1,99515,0.7,6.6,0.00673,0.5,5.8,0,280.8,0.3101,2018-05-03T10:00:00Z,6.64
281.1,100936,3.4,7.2,0.00621,0.1,0,0,273.2,1,2018-05-03T10:00:00Z,7.96
288.94999999999993,97194,3.5,5.4,0.00574,0,0,0,278.6,0.2612,2018-05-03T10:00:00Z,6.44
279.6,101361,3.8,4.4,0.0058,0,0,0,273.2,1,2018-05-03T10:00:00Z,5.81
288.94999999999993,97859,4.4,7.7,0.00622,0,0.1,0,280.3,0.262,2018-05-03T10:00:00Z,8.87
279.7,101436,3.3,3.3,0.00577,0,0,0,276.75,1,2018-05-03T10:00:00Z,4.67
280.8,94926,3.4,7.6,0.00561,0,1.1,0,277.7,0.279,2018-05-03T10:00:00Z,8.33
280.1,97270,1.7,6.6,0.00628,1.3,6.8,0,279.4,0.3097,2018-05-03T10:00:00Z,6.82
282.8,99847,2.9,7.1,0.00646,2.1,2,0,280.7,0.2724,2018-05-03T10:00:00Z,7.67
288.94999999999993,100731,3.1,5.9,0.00604,0,0,0,280.4,0.2466,2018-05-03T10:00:00Z,6.66
286.7,98778,3.1,6.3,0.006,0,0,0,280.2,0.2421,2018-05-03T10:00:00Z,7.02
281.3,100773,4.7,11.1,0.00661,0.7,1.5,0,273.2,1,2018-05-03T10:00:00Z,12.05
279.8,96062,2.7,7.3,0.00606,0.4,6.3,0,278.9,0.2915,2018-05-03T10:00:00Z,7.78
288.94999999999993,98718,3.6,5.1,0.00576,0,0,0,276.04999999999995,0.2536,2018-05-03T10:00:00Z,6.24
280.5,97195,2.5,5.8,0.00606,0.7,3.1,0,279.5,0.2742,2018-05-03T10:00:00Z,6.32
288.4,98732,3.4,6.5,0.00608,0,0.4,0,280.2,0.2603,2018-05-03T10:00:00Z,7.34
288.3,98519,4.7,6,0.00607,0,0.1,0,279.8,0.2813,2018-05-03T10:00:00Z,7.62
288.94999999999993,98077,3.7,6.6,0.00597,0,0,0,280,0.2423,2018-05-03T10:00:00Z,7.57
281.7,101106,3.8,11.2,0.00695,0,2.4,0,273.2,1,2018-05-03T10:00:00Z,11.83
280.9,99591.5,1.4,6.9,0.00632,0,2.4,0,280.4,0.3213,2018-05-03T10:00:00Z,7.04
281.2,98709,2.3,5.4,0.006635,0,1.7,0,279.9,0.2833,2018-05-03T10:00:00Z,5.87
280.4,101040,4.4,5.4,0.00598,0,0,0,273.2,1,2018-05-03T10:00:00Z,6.97
280.1,97222,1.2,5.7,0.00604,0.3,5.3,0,279.4,0.3059,2018-05-03T10:00:00Z,5.82
287,98797,4,7.2,0.0064,0,0.3,0,280.7,0.2645,2018-05-03T10:00:00Z,8.24
280.3,101099,4.7,6.2,0.00602,0,0,0,273.2,1,2018-05-03T10:00:00Z,7.78
288.4,97266,3.2,7,0.00577,0,0,0,279.5,0.2512,2018-05-03T10:00:00Z,7.7
288.94999999999993,98620,3,6.2,0.00589,0,0,0,279.9,0.2489,2018-05-03T10:00:00Z,6.89
280.3,101174,2.5,6.6,0.00595,0.1,0,0,273.2,0.25005,2018-05-03T10:00:00Z,7.06
281.8,100776,3.1,9.2,0.00691,0,2.9,0,273.2,1,2018-05-03T10:00:00Z,9.71
283.6,100139,2.8,3.2,0.00622,0,0.5,0,280.7,0.2906,2018-05-03T13:00:00Z,4.25
283.7,98153,2.8,4.2,0.00617,0,0,0,279.6,0.2772,2018-05-03T13:00:00Z,5.05
280.9,96912,4.4,4.5,0.00629,0,0,0,279.4,0.2526,2018-05-03T13:00:00Z,6.29
282.4,99810,3.4,5.7,0.00668,1.4,0,0,279.5,0.2652,2018-05-03T13:00:00Z,6.64
281.8,100968,4.1,7.7,0.00693,0,0.2,0,273.2,1,2018-05-03T13:00:00Z,8.72
281.5,99486,1.4,3.4,0.00693,0,1.1,0,280.4,0.3036,2018-05-03T13:00:00Z,3.68
281.8,99862,3.2,5.4,0.00686,0,0.9,0,280.2,0.2937,2018-05-03T13:00:00Z,6.28
282.3,100273,2.9,5.5,0.00671,0.9,0.5,0,280.3,0.27,2018-05-03T13:00:00Z,6.22
281.8,99675,3.05,4.4,0.00697,0.5,1.3,0,280.8,0.3095,2018-05-03T13:00:00Z,5.35
281.1,101016,2.7,8.3,0.0063,0.1,0,0,273.2,1,2018-05-03T13:00:00Z,8.73
283.7,97249,1.4,3.1,0.00565,0,0,0,277.5,0.2606,2018-05-03T13:00:00Z,3.4
279.6,101463,2.2,3.8,0.00596,0,0,0,273.2,1,2018-05-03T13:00:00Z,4.39
282.5,97943,4.5,5.2,0.00632,0,0,0,279.5,0.2624,2018-05-03T13:00:00Z,6.88
279.7,101532,1,4,0.00594,0,0,0,273.2,1,2018-05-03T13:00:00Z,4.12
279,95036,3.7,5,0.00614,0,0.1,0,278,0.2788,2018-05-03T13:00:00Z,6.22
280.3,97404,3.1,4.4,0.00661,1.3,1,0,279.5,0.3094,2018-05-03T13:00:00Z,5.38
282.2,99956,2.9,4.9,0.00664,2.1,0.4,0,280.1,0.2723,2018-05-03T13:00:00Z,5.69
284.7,100816,1.6,3.2,0.00618,0,0,0,279.5,0.2463,2018-05-03T13:00:00Z,3.58
283.1,98859,2.4,3.2,0.00622,0,0,0,279.6,0.2419,2018-05-03T13:00:00Z,4
281.3,100875,4.1,8.1,0.00677,0,0.5,0,273.2,1,2018-05-03T13:00:00Z,9.08
279.6,96187,4.5,5.2,0.00645,0.4,0.25,0,279,0.2915,2018-05-03T13:00:00Z,6.88
284.3,98777,1.4,3.6,0.00578,0,0,0,278.2,0.2532,2018-05-03T13:00:00Z,3.86
280.1,97325,3.7,4.9,0.00651,0.7,0.5,0,279.5,0.2737,2018-05-03T13:00:00Z,6.14
283.1,98819,1.8,4.3,0.00626,0,0,0,279.4,0.2603,2018-05-03T13:00:00Z,4.66
282.2,98609,2.9,3.4,0.00625,0,0.7,0,279.9,0.2811,2018-05-03T13:00:00Z,4.47
283.1,98163,3.1,2.8,0.00622,0,0,0,279.3,0.2422,2018-05-03T13:00:00Z,4.18
281.7,101274,5.4,6.4,0.00694,0,0.4,0,273.2,1,2018-05-03T13:00:00Z,8.37
281.6,99718.5,1.6,5.7,0.00679,0,0.8,0,280.3,0.3214,2018-05-03T13:00:00Z,5.92
280.7,98845,2.9,4.4,0.00665,0,0.4,0,279.8,0.2828,2018-05-03T13:00:00Z,5.27
280.4,101166,3.8,5.6,0.00626,0,0,0,273.2,1,2018-05-03T13:00:00Z,6.77
280,100005.5,2.2,4.1,0.00661,0.3,1.2,0,279.5,0.3055,2018-05-03T13:00:00Z,4.65
282.7,98886,3.9,5.4,0.00645,0,0,0,280,0.2646,2018-05-03T13:00:00Z,6.66
280.3,101188,1,6.6,0.00607,0,0,0,273.2,1,2018-05-03T13:00:00Z,6.68
282.4,97337,1.9,3.5,0.00584,0,0,0,279.1,0.2508,2018-05-03T13:00:00Z,3.98
283.7,98685,1.8,3.7,0.00593,0,0,0,279.5,0.2485,2018-05-03T13:00:00Z,4.11
280.3,101249,0.8,5.5,0.00609,0.1,0,0,273.2,1,2018-05-03T13:00:00Z,5.56
281.8,100944,4.5,6.2,0.00698,0,0.7,0,273.2,1,2018-05-03T13:00:00Z,7.66
282.1,100192,2,5.85,0.00641,0,0.5,0,280.8,0.2899,2018-05-03T16:00:00Z,6.18
281,98180,2.6,4.4,0.00618,0,0,0,279.8,0.2766,2018-05-03T16:00:00Z,5.11
280.8,96983,4.8,4.5,0.00627,0,0,0,279.4,0.2564,2018-05-03T16:00:00Z,6.58
281.7,99845,3.5,5.8,0.00647,1.4,0.3,0,280.5,0.2706,2018-05-03T16:00:00Z,6.77
281.8,100993,5.2,8.4,0.0068,0,0.2,0,273.2,1,2018-05-03T16:00:00Z,9.88
281.5,100419,2.6,2.1,0.00698,0,1.2,0,280.4,0.3067,2018-05-03T16:00:00Z,3.34
281.6,99937,3.1,4.9,0.00673,0,1.3,0,280.5,0.2962,2018-05-03T16:00:00Z,5.8
281.9,100313,3,5.5,0.00657,0.9,0.7,0,280.7,0.2724,2018-05-03T16:00:00Z,6.26
281.6,99747,4.3,3.5,0.00663,0.5,1.4,0,280.9,0.314,2018-05-03T16:00:00Z,5.54
281.1,101036,3.7,8,0.00595,0.1,0,0,273.2,1,2018-05-03T16:00:00Z,8.81
278,97271,1.3,2.8,0.00508,0,0,0,277.6,0.2595,2018-05-03T16:00:00Z,3.09
279.6,101533,2.8,4.9,0.00592,0,0,0,273.2,1,2018-05-03T16:00:00Z,5.64
281.6,97973,4.4,4.9,0.00623,0,0,0,279.6,0.2708,2018-05-03T16:00:00Z,6.59
279.7,101603,2.9,4.8,0.00595,0,0,0,273.2,1,2018-05-03T16:00:00Z,5.61
278.8,95112,4.6,3.6,0.00626,0,0.2,0,278.1,0.2835,2018-05-03T16:00:00Z,5.84
280.5,97485,3,3.8,0.00655,1.3,1.2,0,279.7,0.3118,2018-05-03T16:00:00Z,4.84
281.8,100001,3,4.6,0.0065,2.1,0.6,0,280.4,0.2723,2018-05-03T16:00:00Z,5.49
283.2,100854,0.5,2.4,0.00614,0,0,0,280,0.2573,2018-05-03T16:00:00Z,2.45
282.1,98889,2.1,2.3,0.00623,0,0.3,0,279.8,0.2485,2018-05-03T16:00:00Z,3.11
282.65,100907,4.6,9,0.00674,0.7,0.6,0,273.2,1,2018-05-03T16:00:00Z,10.11
279.8,96263,4.3,4.6,0.00639,0.4,0.8,0,279.1,0.2918,2018-05-03T16:00:00Z,6.3
281.6,98802,4.449999999999999,3,0.00518,0,0.7,0,278.2,0.2544,2018-05-03T16:00:00Z,5.37
280.4,97408,3.5,4,0.00648,0.7,0.6,0,279.5,0.2767,2018-05-03T16:00:00Z,5.32
281.7,98848,0.8,3.4,0.00595,0,0,0,278.85,0.2729,2018-05-03T16:00:00Z,3.49
281,98655,2.5,3.9,0.00632,0,0.8,0,280,0.2834,2018-05-03T16:00:00Z,4.63
282,98190,3.3,2.5,0.00622,0,0,0,279.4,0.2479,2018-05-03T16:00:00Z,4.14
281.7,98422.5,4.6,6.8,0.00676,0,0.6,0,273.2,1,2018-05-03T16:00:00Z,8.21
281.4,100384,2.6,2.8,0.00697,0,0.9,0,280.3,0.3233,2018-05-03T16:00:00Z,3.82
281,98931,3.1,2.6,0.00685,0,0.5,0,279.9,0.2887,2018-05-03T16:00:00Z,4.05
280.4,101249,2.4,4.6,0.00646,0,0,0,273.2,1,2018-05-03T16:00:00Z,5.19
280.3,97440,3.5,2.9,0.0067,0.3,0.25,0,279.6,0.3099,2018-05-03T16:00:00Z,4.55
281.9,98916,3.5,4.9,0.00621,0,0,0,280.2,0.2774,2018-05-03T16:00:00Z,6.02
280.3,101188,1.5,6.5,0.00591,0,0,0,273.2,1,2018-05-03T16:00:00Z,6.67
278.5,97384,3.7,3.6,0.00619,0,0,0,279,0.25,2018-05-03T16:00:00Z,5.16
281.1,98719,2,3,0.0061,0,0,0,279.4,0.2473,2018-05-03T16:00:00Z,3.61
280.3,101278,2.8,3.3,0.00583,0.1,0,0,273.2,1,2018-05-03T16:00:00Z,4.33
281.8,101012,4.4,6.1,0.00674,0,0.8,0,273.2,1,2018-05-03T16:00:00Z,7.52
281.2,100312,3,2.9,0.00676,0,0.5,0,281.7,0.2899,2018-05-03T19:00:00Z,4.17
280.4,98274,4.1,4.4,0.00648,0,0,0,281.1,0.2764,2018-05-03T19:00:00Z,6.01
279.8,97044,4.9,5.5,0.00619,0,0.1,0,280.2,0.2557,2018-05-03T19:00:00Z,7.37
279.6,99813,3.7,6.3,0.00618,0,0.8,0,281.6,0.2694,2018-05-03T19:00:00Z,7.31
281.6,98428.5,5.2,10.1,0.00663,0,1.1,0,273.2,1,2018-05-03T19:00:00Z,11.36
280.7,99671,2.5,2.1,0.00656,0,1.3,0,280.7,0.3054,2018-05-03T19:00:00Z,3.26
280.8,99949,2.7,6.2,0.00659,0,3,0,281.2,0.2956,2018-05-03T19:00:00Z,6.76
279.7,100288,2.7,5.9,0.0062,0,1.8,0,281.6,0.2719,2018-05-03T19:00:00Z,6.49
281,99802,3,4.7,0.00669,0,2.4,0,281.2,0.3125,2018-05-03T19:00:00Z,5.58
280.8,101082,2.4,7.6,0.0063,0,2.1,0,273.2,1,2018-05-03T19:00:00Z,7.97
274.7,97319,1.8,2.6,0.00484,0,0,0,280.3,0.2592,2018-05-03T19:00:00Z,3.16
279.5,101646,3.2,4.8,0.00592,0,0,0,273.2,1,2018-05-03T19:00:00Z,5.77
278.4,97969,4.6,5.8,0.00587,0,0.1,0,281,0.2703,2018-05-03T19:00:00Z,7.4
279.6,101712,3.4,5.4,0.00595,0,0,0,273.2,1,2018-05-03T19:00:00Z,6.38
278.7,95206,4.9,3.6,0.00606,0,0.2,0,278.7,0.2816,2018-05-03T19:00:00Z,6.08
279.8,97530,2.9,4.7,0.0063,0,2.7,0,280.2,0.3104,2018-05-03T19:00:00Z,5.52
279.4,99973,2.9,5.1,0.00613,0,1.3,0,281.5,0.29600000000000004,2018-05-03T19:00:00Z,5.87
277.9,100909,1.7,2.8,0.00557,0,0,0,282.7,0.2563,2018-05-03T19:00:00Z,3.28
278.1,98940,3.1,3.1,0.00572,0,0,0,281.5,0.2478,2018-05-03T19:00:00Z,4.38
281.5,100874,4.9,9.9,0.00656,0,1.6,0,273.2,0.25205,2018-05-03T19:00:00Z,11.05
279.2,96319,4.3,5.6,0.00613,0,1.3,0,279.7,0.2911,2018-05-03T19:00:00Z,7.06
275.9,98842,1.4,2.9,0.00505,0,0,0,280.8,0.2541,2018-05-03T19:00:00Z,3.22
279.8,97470,3.6,4.7,0.00627,0,0.9,0,280.1,0.2758,2018-05-03T19:00:00Z,5.92
276.7,98885,2,3.2,0.00539,0,0.1,0,280.7,0.271,2018-05-03T19:00:00Z,3.77
280.1,98765,3.6,3.6,0.00651,0,0.8,0,280.8,0.2826,2018-05-03T19:00:00Z,5.09
278.3,98196,3.7,3.3,0.00578,0,0,0,281.4,0.2475,2018-05-03T19:00:00Z,4.96
281.5,101363,4.1,7.9,0.0068,0,2,0,273.2,1,2018-05-03T19:00:00Z,8.9
280.6,100503,2.6,2,0.00648,0,1,0,280.4,0.3226,2018-05-03T19:00:00Z,3.28
280.4,99057,3.4,1.9,0.0065,0,0.5,0,280.1,0.2871,2018-05-03T19:00:00Z,3.89
280.7,101372,2.5,3.2,0.00646,0,0,0,273.2,1,2018-05-03T19:00:00Z,4.06
279.8,97527,3.1,3,0.00631,0,1.5,0,279.9,0.3085,2018-05-03T19:00:00Z,4.31
279.1,98894,3.9,3.1,0.00602,0,0.1,0,281.5,0.2759,2018-05-03T19:00:00Z,4.98
280,101244,3.5,6.7,0.00616,0,0,0,273.2,1,2018-05-03T19:00:00Z,7.56
278.1,97469,3.5,4.2,0.00575,0,0,0,281.2,0.2496,2018-05-03T19:00:00Z,5.47
277.9,98782,2.5,3.5,0.00562,0,0,0,281.6,0.247,2018-05-03T19:00:00Z,4.3
280,101341,1.2,6,0.00597,0,0,0,273.2,1,2018-05-03T19:00:00Z,6.12
281.5,101039,3.7,7.2,0.00682,0,2.2,0,273.2,1,2018-05-03T19:00:00Z,8.1
281.8,100447,4.5,3,0.00645,0,0.5,0,283.5,0.2897,2018-05-03T22:00:00Z,5.41
281.4,98430,4.1,4.2,0.00625,0,0,0,284.2,0.276,2018-05-03T22:00:00Z,5.87
280.4,97190,4.6,6.2,0.00631,0,0.2,0,281.4,0.2551,2018-05-03T22:00:00Z,7.72
281.8,99945,4.2,7.8,0.00665,0,1.3,0,282.5,0.2686,2018-05-03T22:00:00Z,8.86
281.6,101104,5,11.65,0.00683,0,1.1,0,273.2,1,2018-05-03T22:00:00Z,12.68
281,99815,1.3,3.4,0.00656,0,2.7,0,281.4,0.3045,2018-05-03T22:00:00Z,3.64
282,100121,2.1,7.1,0.00701,0,5.1,0,281.9,0.2958,2018-05-03T22:00:00Z,7.4
