TSK,PSFC,U10,V10,Q2,RAINC,RAINNC,SNOW,TSLB,SMOIS,DATETIME,WIND_SPEED
282.2,101031,0.8,-0.9,0.00579,0,1.4,0,280.4,0.2637,2018-05-05T19:00:00Z,1.2
281.7,102216,1.4500000000000002,-1.7,0.00565,0,0.5,0,273.2,1,2018-05-05T19:00:00Z,2.23
283.7,100312,-0.9,-1.3,0.0071,0,0.6,0,282.1,0.2993,2018-05-05T19:00:00Z,1.58
284.3,101264,1.5,2.9,0.00709,0,5,0,282.2,0.2981,2018-05-05T19:00:00Z,3.26
285.4,101425,0.3,-1,0.00598,0,1.3,0,281.6,0.266,2018-05-05T19:00:00Z,1.04
283.4,100487,2.1,3.8,0.00738,0,6,0,282.5,0.30620000000000003,2018-05-05T19:00:00Z,4.34
281.7,102184,2.8,-2.1,0.00674,0,0.1,0,273.2,1,2018-05-05T19:00:00Z,3.5
288.94999999999993,98242,3,2,0.00627,0,0,0,283,0.6531,2018-05-05T19:00:00Z,3.61
281.5,102380,1.6,2,0.00673,0,0,0,273.2,1,2018-05-05T19:00:00Z,2.56
282.7,99095,1.4,-1,0.00592,0,1.3,0,281.2,0.2594,2018-05-05T19:00:00Z,1.72
281,102423,2.7,1.3,0.00651,0,0,0,273.2,1,2018-05-05T19:00:00Z,3
281.85,95956,2.7,4.1,0.00707,0,0.7,0,281.7,0.27,2018-05-05T19:00:00Z,4.91
285,98284,2.1,3.7,0.00702,0,7,0,282,0.3105,2018-05-05T19:00:00Z,4.25
285.8,101070,0.1,3.9,0.0061,0,1.5,0,281.9,0.2662,2018-05-05T19:00:00Z,3.9
287.5,101870,1.7,1.2,0.00697,0,0,0,285.1,0.2351,2018-05-05T19:00:00Z,2.08
286.6,99910,1.5,1.4,0.00688,0,0,0,284,0.2301,2018-05-05T19:00:00Z,2.05
282.2,102114,1.1,-1.7,0.00574,0,0.7,0,273.2,1,2018-05-05T19:00:00Z,2.02
284.6,97090,2.7,4,0.00687,0,6.3,0,281.5,0.2907,2018-05-05T19:00:00Z,4.83
288.94999999999993,99783,2.6,1.8,0.00597,0,0,0,283.6,0.2359,2018-05-05T19:00:00Z,3.16
287.6,98224,1.9,3.4,0.00715,0,4.4,0,282.6,0.2633,2018-05-05T19:00:00Z,3.89
285.7,99888,2.3,-1.6,0.00656,0,1,0,283.5,0.2522,2018-05-05T19:00:00Z,2.8
288.1,99555,2.4,2.8,0.00745,0,0,0,282.9,0.2748,2018-05-05T19:00:00Z,3.69
285.5,99227,2.3499999999999996,0.1,0.00665,0,1.4,0,282.8,0.2342,2018-05-05T19:00:00Z,2.35
281.6,102120,2.3,4.4,0.00681,0,2.3,0,273.2,1,2018-05-05T19:00:00Z,4.96
284.2,101132,-0.8,3.2,0.0068,0,0.3,0,281.9,0.6171,2018-05-05T19:00:00Z,3.3
284.8,99724,0.8,2.3,0.00707,0,0.5,0,282,0.2838,2018-05-05T19:00:00Z,2.44
284,102081,2.4,2.9,0.00753,0,0,0,273.2,1,2018-05-05T19:00:00Z,3.76
284.7,98206,1.3,3.2,0.00739,0,2.2,0,282,0.3039,2018-05-05T19:00:00Z,3.45
282.3,100095,1.4,-1,0.00577,0,1.5,0,280.9,0.2665,2018-05-05T19:00:00Z,1.72
280.5,102259,4.3,-1.8,0.0063,0,0.2,0,273.2,1,2018-05-05T19:00:00Z,4.66
288.94999999999993,98345,2.3,2.5,0.0069,0,0,0,284,0.2312,2018-05-05T19:00:00Z,3.4
288.94999999999993,99706,1.9,0.35,0.00697,0,0,0,285.2,0.2265,2018-05-05T19:00:00Z,1.93
280.6,102287,4.5,1.2,0.00636,0,0,0,273.2,1,2018-05-05T19:00:00Z,4.66
281.7,101790,2,3.2,0.00685,0,3.8,0,273.2,1,2018-05-05T19:00:00Z,3.77
288.94999999999993,100999,0.5,1.4,0.00734,0,0,0,286.3,0.2827,2018-05-05T22:00:00Z,1.49
288.94999999999993,99021,3.2,3.1,0.00736,0,0,0,286.4,0.2669,2018-05-05T22:00:00Z,4.46
288.94999999999993,97774,1.1,4.5,0.00694,0,0.6,0,286.35,0.2465,2018-05-05T22:00:00Z,4.63
285.3,100860,-1.6,0.4,0.00565,0,1.6,0,282.4,0.2633,2018-05-05T22:00:00Z,1.65
281.7,102040,-1.8,-0.1,0.00553,0,0.5,0,273.2,1,2018-05-05T22:00:00Z,1.8
288.94999999999993,101450,-2.1,4,0.00645,0,0.6,0,284.2,0.2988,2018-05-05T22:00:00Z,4.52
286.1,100652,0.5,3.8,0.00718,0,6,0,283.2,0.2976,2018-05-05T22:00:00Z,3.83
286,101239,-1.8,2.1,0.00575,0,1.4,0,283.2,0.2661,2018-05-05T22:00:00Z,2.77
288.94999999999993,100401,-0.9,5.4,0.00732,0,6.7,0,283.6,0.3059,2018-05-05T22:00:00Z,5.47
281.7,102088,-1,-0.2,0.00655,0,0.1,0,273.2,1,2018-05-05T22:00:00Z,1.02
288.94999999999993,98168,3,4,0.00705,0,0,0,286.3,0.2434,2018-05-05T22:00:00Z,5
281.5,102309,3.1,1.5,0.00672,0,0,0,273.2,1,2018-05-05T22:00:00Z,3.44
286.3,98949,-1.8,1.6,0.00574,0,1.5,0,282.5,0.2599,2018-05-05T22:00:00Z,2.41
281,102390,4.5,1.6,0.00651,0,0,0,273.2,1,2018-05-05T22:00:00Z,4.78
288.94999999999993,95878,1.6,6,0.00705,0,0.7,0,284.9,0.2698,2018-05-05T22:00:00Z,6.21
288.94999999999993,98167,0.5,6,0.0072,0,7.7,0,279.04999999999995,0.3095,2018-05-05T22:00:00Z,6.02
286.2,100891,-1.9,3.2,0.00588,0,1.6,0,283.3,0.2662,2018-05-05T22:00:00Z,3.72
288.94999999999993,101740,0.5,2.2,0.00702,0,0.1,0,287.9,0.2354,2018-05-05T22:00:00Z,2.26
288.94999999999993,99778,0,3.8,0.0069,0,0.1,0,286,0.2305,2018-05-05T22:00:00Z,3.8
282.2,101938,-2,-0.1,0.00567,0,0.7,0,273.2,1,2018-05-05T22:00:00Z,2
288.94999999999993,96977,1.1,6.6,0.007,0,0.4,0,283.2,0.2904,2018-05-05T22:00:00Z,6.69
288.94999999999993,99683,1.9,4.1,0.0071,0,0,0,286.8,0.2362,2018-05-05T22:00:00Z,4.52
288.94999999999993,98111,0.9,6.5,0.00723,0,4.9,0,284.9,0.2721,2018-05-05T22:00:00Z,6.56
288.94999999999993,99775,-3,1.9,0.00643,0,1.2,0,285.8,0.2525,2018-05-05T22:00:00Z,3.55
288.94999999999993,99488,1,1.7,0.00731,0,0,0,286.4,0.2744,2018-05-05T22:00:00Z,1.97
288.94999999999993,99082,-1.6,3.8,0.00686999999999999,0,1.7,0,284.5,0.2348,2018-05-05T22:00:00Z,4.12
288.94999999999993,101997,0.1,8.1,0.00681,0,3.7,0,273.2,1,2018-05-05T22:00:00Z,8.1
288.94999999999993,101076,-1.1,3.7,0.00628,0,0.4,0,284.8,0.3121,2018-05-05T22:00:00Z,3.86
288.94999999999993,99667,-0.2,1.8,0.00688,0,0.6,0,284.7,0.2827,2018-05-05T22:00:00Z,1.81
284,101974,0.5,0.9,0.00754,0,0,0,273.2,1,2018-05-05T22:00:00Z,1.03
288.94999999999993,98138,-0.6,5,0.00718,0,2.8,0,284.4,0.3031,2018-05-05T22:00:00Z,5.04
285.9,99938,-1.3,0.9,0.00567,0,1.8,0,282.6,0.2663,2018-05-05T22:00:00Z,1.58
280.5,102163,-1.6,0.5,0.00629,0,0.3,0,273.2,1,2018-05-05T22:00:00Z,1.68
288.94999999999993,98255,1.7,5,0.00702,0,0,0,287.1,0.2316,2018-05-05T22:00:00Z,5.28
288.94999999999993,99608,0.7,5.2,0.00715,0,0,0,287.8,0.227,2018-05-05T22:00:00Z,5.25
280.6,102183,1.2,2,0.00636,0,0,0,273.2,1,2018-05-05T22:00:00Z,2.33
281.7,101653,-0.1,6.3,0.00686,0,4.6,0,273.2,1,2018-05-05T22:00:00Z,6.3
288.94999999999993,101918,2,2.8,0.00761,0,0,0,289,0.2825,2018-05-06T01:00:00Z,3.44
288.94999999999993,98901,3.5,5.6,0.00789,0,0,0,288.7,0.2663,2018-05-06T01:00:00Z,6.6
288.94999999999993,97610,0.7,7.6,0.00747,0,0.7,0,287.3,0.2464,2018-05-06T01:00:00Z,7.63
284.3,100586,-3.6,3,0.00594,0,2.2,0,288,0.2629,2018-05-06T01:00:00Z,4.69
281.7,101742,-4.8,3.2,0.00609,0,1.1,0,273.2,1,2018-05-06T01:00:00Z,5.77
288.94999999999993,100107,-1.9,5.6,0.00677,0,0.6,0,286.9,0.2983,2018-05-06T01:00:00Z,5.91
288.94999999999993,100485,0.6,7.1,0.00763,0,7.2,0,286,0.2973,2018-05-06T01:00:00Z,7.13
285.6,100990,-2.4,3.1,0.00653,0,2.5,0,284,0.2661,2018-05-06T01:00:00Z,3.92
288.94999999999993,100294,-2.3,6.7,0.0071,0,6.7,0,286.8,0.3052,2018-05-06T01:00:00Z,7.08
281.7,101883,-5.1,3.4,0.00655,0,0.1,0,273.2,1,2018-05-06T01:00:00Z,6.13
288.94999999999993,97985,2.2,5.9,0.00743,0,0,0,288.5,0.6526000000000001,2018-05-06T01:00:00Z,6.3
281.5,102162,0.5,2.6,0.00673,0,0,0,273.2,1,2018-05-06T01:00:00Z,2.65
288.94999999999993,98702,-3.7,5.7,0.00621,0,2,0,285.8,0.2604,2018-05-06T01:00:00Z,6.8
281,102223,-0.8,4.4,0.00652,0,0,0,273.2,1,2018-05-06T01:00:00Z,4.47
288.94999999999993,95757,-0.6,8,0.00757,0,0.8,0,288.5,0.2694,2018-05-06T01:00:00Z,8.02
288.94999999999993,98990,0,7.8,0.00773,0,8,0,286.4,0.3085,2018-05-06T01:00:00Z,7.8
288.9,100656,-0.5,3.4,0.00682,0,2.7,0,285.4,0.2662,2018-05-06T01:00:00Z,3.44
288.94999999999993,101491,-0.7,4.3,0.00731,0,0.3,0,290.7,0.2354,2018-05-06T01:00:00Z,4.36
288.94999999999993,99550,-0.1,6.3,0.00712,0,0.3,0,288.5,0.2306,2018-05-06T01:00:00Z,6.3
282.2,101652,-4.4,2.6,0.00608,0,1.6,0,273.2,1,2018-05-06T01:00:00Z,5.11
288.94999999999993,96855,0.2,9.1,0.00771,0,7.7,0,286.5,0.2901,2018-05-06T01:00:00Z,9.1
288.94999999999993,99486,2.3,5.4,0.00737,0,0,0,289.1,0.2359,2018-05-06T01:00:00Z,5.87
288.94999999999993,97978,0.6,7.9,0.00782,0,5.1,0,287.7,0.2714,2018-05-06T01:00:00Z,7.92
288.94999999999993,99550,-5.2,3.5,0.0068,0,1.3,0,288.4,0.2525,2018-05-06T01:00:00Z,6.27
288.94999999999993,99353,2.3,3.9,0.00763,0,0,0,289.1,0.2737,2018-05-06T01:00:00Z,4.53
288.94999999999993,98862,-0.3,6.5,0.0071,0,2,0,287.4,0.2631,2018-05-06T01:00:00Z,6.51
281.6,101876,-0.1,10.6,0.00682,0,5,0,273.2,1,2018-05-06T01:00:00Z,10.6
288.8,100918,-0.6,4.8,0.00684,0,0.4,0,287.1,0.3121,2018-05-06T01:00:00Z,4.84
288.94999999999993,99504,-0.9,4.5,0.00711,0,0.6,0,287.7,0.2816,2018-05-06T01:00:00Z,4.59
284,101793,1.7,-1.4,0.00779,0,0,0,273.2,1,2018-05-06T01:00:00Z,2.2
288.94999999999993,98016,-1.5,6.6,0.00725,0,2.9,0,287.2,0.3025,2018-05-06T01:00:00Z,6.77
285.9,99664,-3.5,4.2,0.00597,0,2.2,0,284,0.2662,2018-05-06T01:00:00Z,5.47
280.5,101923,-4.2,2.4,0.0063,0,0.3,0,273.2,1,2018-05-06T01:00:00Z,4.84
288.94999999999993,98078,1.1,7.2,0.00729,0,0,0,289.4,0.2316,2018-05-06T01:00:00Z,7.28
288.94999999999993,99400,1.9,6.8,0.00733,0,0,0,289.8,0.2269,2018-05-06T01:00:00Z,7.06
280.6,101996,-2.4,3.1,0.00636,0,0.1,0,273.2,1,2018-05-06T01:00:00Z,3.92
281.7,101539,-1.1,8.7,0.00687,0,4.7,0,273.2,1,2018-05-06T01:00:00Z,8.77
288.94999999999993,100636,0.3,2.3,0.00831,0,0,0,289.8,0.2812,2018-05-06T04:00:00Z,2.32
288.94999999999993,98727,1.7,4.9,0.00799,0,0,0,281.5,0.2646,2018-05-06T04:00:00Z,5.19
287.9,97475,2.8,7.7,0.00785,0,0.7,0,287.6,0.2456,2018-05-06T04:00:00Z,8.19
283.6,100418,0.4,5.8,0.00749,0,5.3,0,283.1,0.2628,2018-05-06T04:00:00Z,5.81
281.7,101576,-2.2,9.7,0.00689,0,7.1,0,273.2,1,2018-05-06T04:00:00Z,9.95
287.8,99952,0.6,5.5,0.00761,0,0.6,0,287.6,0.2968,2018-05-06T04:00:00Z,5.53
286.4,100420,1.1,7.1,0.00796,0,7.3,0,280.4,0.2968,2018-05-06T04:00:00Z,7.18
284.1,100862,-1.1,8,0.00774,0,3.4,0,283.9,0.2667,2018-05-06T04:00:00Z,8.08
288.2,100151,-1.4,6,0.00761,0,6.7,0,287.7,0.3037,2018-05-06T04:00:00Z,6.16
286.15,101545,-4.3,7,0.00635,0,0.1,0,273.2,1,2018-05-06T04:00:00Z,8.22
288.94999999999993,97799,1.8,6.8,0.00754,0,0,0,288.9,0.2419,2018-05-06T04:00:00Z,7.03
281.5,99672,-4.3,3.9,0.00674,0,0,0,273.2,1,2018-05-06T04:00:00Z,5.81
286.9,98483,-0.9,8.6,0.00772,0,2.3,0,286.6,0.2608,2018-05-06T04:00:00Z,8.65
281,101984,-3.9,5.8,0.00653,0,0,0,273.2,1,2018-05-06T04:00:00Z,6.99
288.8,95612,2.4,8.4,0.00675,0,0.8,0,288.7,0.2682,2018-05-06T04:00:00Z,8.74
286.9,97951,1.8,6.8,0.00796,0,8,0,286.8,0.3068,2018-05-06T04:00:00Z,7.03
284.7,100547,-0.5,8,0.00785,0,3.2,0,285,0.2668,2018-05-06T04:00:00Z,8.02
288.94999999999993,101285,0.8,6.2,0.00826,0,0.3,0,290.8,0.235,2018-05-06T04:00:00Z,6.25
288.94999999999993,99370,2.5,7.1,0.00804,0,0.3,0,288.9,0.2304,2018-05-06T04:00:00Z,7.53
282.2,101489,-0.6,8.4,0.0071,0,6.8,0,273.2,1,2018-05-06T04:00:00Z,8.42
286.5,96758,2.5,8.1,0.00794,0,7.7,0,286.7,0.2891,2018-05-06T04:00:00Z,8.48
288.94999999999993,99286,1.8,6.4,0.00772,0,0,0,289.5,0.2348,2018-05-06T04:00:00Z,6.65
288.3,97860,2.5,7.25,0.00761,0,5.1,0,288,0.2696,2018-05-06T04:00:00Z,7.67
288.94999999999993,99308,-3.8,8.6,0.00757,0,1.8,0,289.4,0.2521,2018-05-06T04:00:00Z,9.4
288.94999999999993,99151,1.9,3.7,0.00791,0,0.1,0,289.6,0.2718,2018-05-06T04:00:00Z,4.16
287.7,98688,1.6,7.3,0.008,0,2,0,287.8,0.2349,2018-05-06T04:00:00Z,7.47
281.6,101799,0.2,6.8,0.00683,0,5,0,273.2,1,2018-05-06T04:00:00Z,6.8
286,100778,1.3,5.7,0.00749,0,0.4,0,286.5,0.3107,2018-05-06T04:00:00Z,5.85
288.1,99343,1.8,6.25,0.00762,0,0.6,0,288,0.2798,2018-05-06T04:00:00Z,6.5
284,100060.5,-0.9,2.4,0.00783,0,0,0,273.2,1,2018-05-06T04:00:00Z,2.56
288.2,97869,1.6,6.3,0.00718,0,2.9,0,287.8,0.3004,2018-05-06T04:00:00Z,6.5
284.1,99476,-0.4,5.4,0.00755,0,2.8,0,284,0.2658,2018-05-06T04:00:00Z,5.41
280.5,101634,0.6000000000000001,4.5,0.00631,0,0.3,0,273.2,1,2018-05-06T04:00:00Z,4.54
288.94999999999993,97890,1.9,7.1,0.0074400000000000004,0,0,0,289.5,0.2305,2018-05-06T04:00:00Z,7.35
288.94999999999993,99201,2.1,7,0.00761,0,0,0,290.1,0.226,2018-05-06T04:00:00Z,7.31
280.6,101702,2,7.7,0.00637,0,0.3,0,273.2,0.22825,2018-05-06T04:00:00Z,7.96
281.7,101449,0.1,6.3,0.00687,0,4.7,0,273.2,1,2018-05-06T04:00:00Z,6.3
283.1,100423,-3.1,4.5,0.00915,0,0.1,0,288,0.2794,2018-05-06T07:00:00Z,5.46
282.3,98531,-1.4,2.5,0.00869,0,0,0,286.6,0.2628,2018-05-06T07:00:00Z,2.87
281.3,97371,5.6,4.6,0.00657,0,0.7,0,285.4,0.2437,2018-05-06T07:00:00Z,7.25
282.7,100268,5.3,7.2,0.00791,0,8.5,0,282.7,0.2644,2018-05-06T07:00:00Z,8.94
281.7,101416,5.7,9.7,0.00691,0,8.5,0,273.2,1,2018-05-06T07:00:00Z,11.25
284.1,99859,-0.3,3.7,0.00873,0,0.7,0,286.3,0.2949,2018-05-06T07:00:00Z,3.71
283.1,100322,5.2,5.6,0.00753,0,4.6,0,284.9,0.2937,2018-05-06T07:00:00Z,7.64
283.1,100725,5.4,6.4,0.00767,0,5.2,0,283.3,0.267,2018-05-06T07:00:00Z,8.37
281.6,100095,1.6,1.8,0.00785,0,6.7,0,285.6,0.301,2018-05-06T07:00:00Z,2.41
281.7,101381,-3.8,3.7,0.00688,0,0.1,0,273.2,1,2018-05-06T07:00:00Z,5.3
281.5,97651,3.2,5.2,0.00663,0,3.4,0,286.8,0.2404,2018-05-06T07:00:00Z,6.11
281.5,101726,-4,4.45,0.00676,0,0,0,273.2,1,2018-05-06T07:00:00Z,5.98
283.5,98382,7,6.8,0.00788,0,2.3,0,285.1,0.2597,2018-05-06T07:00:00Z,9.76
281,101809,-4.5,5.2,0.00654,0,0,0,273.2,1,2018-05-06T07:00:00Z,6.88
282,95473,4.3,6,0.00675,0,0.8,0,285.5,0.2658,2018-05-06T07:00:00Z,7.38
283.2,97866,4.4,3.2,0.00716,0,8.2,0,285.1,0.3035,2018-05-06T07:00:00Z,5.44
283.3,100410,6.1,5.1,0.00768,0,4.1,0,284,0.2659,2018-05-06T07:00:00Z,7.95
283,101192,4.2,3.8,0.0067,0,0.3,0,288.2,0.2331,2018-05-06T07:00:00Z,5.66
281.1,99282,4.8,4.5,0.00665,0,0.3,0,286.8,0.2292,2018-05-06T07:00:00Z,6.58
282.2,101333,6,10.1,0.00711,0,8.9,0,273.2,1,2018-05-06T07:00:00Z,11.75
283,96656,5.5,3.8,0.00688,0,8,0,284.8,0.2859,2018-05-06T07:00:00Z,6.69
282,99143,3.2,4.6,0.00646,0,0,0,287.5,0.2333,2018-05-06T07:00:00Z,5.6
283.8,97744,5.3,4.4,0.00691,0,5.1,0,285.7,0.2665,2018-05-06T07:00:00Z,6.89
282.2,99230,4.7,5.4,0.00711,0.4,1.8,0,287,0.2533,2018-05-06T07:00:00Z,7.16
282.9,98951,-2.2,4.5,0.00898,0,0.3,0,287.4,0.2696,2018-05-06T07:00:00Z,5.01
284.3,98599,5.5,5.8,0.00691,0,2,0,286.1,0.2336,2018-05-06T07:00:00Z,7.99
281.6,101702,2.8,6.2,0.00683,0,5,0,273.2,1,2018-05-06T07:00:00Z,6.8
283.7,100660,-0.2,4.4,0.00852,0,0.4,0,285.4,0.309,2018-05-06T07:00:00Z,4.4
284.4,99251,2.8,3.2,0.00884,0,0.6,0,286.5,0.2773,2018-05-06T07:00:00Z,4.25
284,101438,2.5,3.7,0.00806,0,0,0,273.2,1,2018-05-06T07:00:00Z,4.47
284.5,97760,2.3,5.4,0.00765,0,2.9,0,286.2,0.2979,2018-05-06T07:00:00Z,5.87
282.8,99599,5.8,5.2,0.00802,0,4.1,0,283.4,0.2656,2018-05-06T07:00:00Z,7.79
280.5,101514,2.2,2.9,0.00633,0,0.3,0,273.2,1,2018-05-06T07:00:00Z,3.64
281.7,97763,3.8,4.8,0.00663,0,0,0,286.9,0.229,2018-05-06T07:00:00Z,6.12
282,99071,3,4.5,0.00656,0,0,0,287.8,0.2248,2018-05-06T07:00:00Z,5.41
280.6,98417,-2.2,6.2,0.00639,0,0.3,0,273.2,1,2018-05-06T07:00:00Z,6.58
281.7,101370,3.6,4.7,0.00688,0,4.7,0,273.2,1,2018-05-06T07:00:00Z,5.92
281.15,100504,3.6,0.7,0.00925,0,0.1,0,283.8,0.2788,2018-05-06T10:00:00Z,3.67
282.1,98580,-0.4,1.7,0.00888,0,0,0,283,0.2622,2018-05-06T10:00:00Z,1.75
281.9,97494,5.6,2.6,0.00737,0,0.8,0,282.5,0.2426,2018-05-06T10:00:00Z,6.17
280.6,100477,5.4,4.5,0.00761,0,11.6,0,281.9,0.2657,2018-05-06T10:00:00Z,7.03
282,101650,6.2,0.9,0.00692,0,9.6,0,273.2,1,2018-05-06T10:00:00Z,6.26
279.6,99915,-0.5,0.7,0.00855,0,0.7,0,283.1,0.2944,2018-05-06T10:00:00Z,0.86
282.2,100425,4.6,3.5,0.00764,0,7.8,0,282.5,0.2925,2018-05-06T10:00:00Z,5.78
280.9,100911,4.8,4.5,0.00769,0,7.4,0,282.2,0.2679,2018-05-06T10:00:00Z,6.58
282.6,100143,4.699999999999999,2.6,0.00777,0,6.8,0,283.1,0.3001,2018-05-06T10:00:00Z,5.37
282.1,101584,5.2,2.1,0.00677,0,0.1,0,273.2,1,2018-05-06T10:00:00Z,5.61
280.8,97780,2.8,1.2,0.00739,0,0,0,283,0.2396,2018-05-06T10:00:00Z,3.05
282.8,101762,1.9,1.9,0.00677,0,0,0,273.2,1,2018-05-06T10:00:00Z,2.69
281,98585,6.7,3.1,0.00748,0,3.3,0,281.8,0.2587,2018-05-06T10:00:00Z,7.38
281.8,101815,-1.3,2.6,0.00655,0,0,0,273.2,1,2018-05-06T10:00:00Z,2.91
280.7,95557,4.5,2,0.00724,0,1.1,0,280.7,0.2646,2018-05-06T10:00:00Z,4.92
281.6,97938,5.4,2.9,0.00774,0,8.7,0,282,0.3027,2018-05-06T10:00:00Z,6.13
281.1,100586,3.9,2.45,0.00773,0,5.8,0,282.2,0.2662,2018-05-06T10:00:00Z,4.61
280.6,101393,5.2,1.9,0.00691,0,0.3,0,283.2,0.2318,2018-05-06T10:00:00Z,5.54
279.4,99453,5.6,2.1,0.00702,0,0.3,0,282.4,0.2284,2018-05-06T10:00:00Z,5.98
282.5,101549,6.5,5.5,0.006965,0,10.5,0,273.2,1,2018-05-06T10:00:00Z,8.51
281.2,96735,6.5,3.2,0.00774,0,8.8,0,281.6,0.2849,2018-05-06T10:00:00Z,7.24
280.9,99299,3.2,0.7,0.00708,0,0,0,283.9,0.2324,2018-05-06T10:00:00Z,3.28
282,98017,5.5,2.8,0.00756,0,5.6,0,282.3,0.2647,2018-05-06T10:00:00Z,6.17
278.9,99409,7.4,2.3,0.00683,0.4,1.8,0,281.5,0.2518,2018-05-06T10:00:00Z,7.75
282.3,99020,2.1,1.1,0.00929,0,0.3,0,283.3,0.2688,2018-05-06T10:00:00Z,2.37
280.8,98762,5.9,2,0.00705,0,2,0,282.1,0.2327,2018-05-06T10:00:00Z,6.23
282,101786,1.9,3.9,0.00684,0,5,0,273.2,1,2018-05-06T10:00:00Z,4.34
279.9,100698,0.3,1.3,0.00818,0,0.4,0,277.65,0.3091,2018-05-06T10:00:00Z,1.33
280.4,99276,2.7,1.8,0.00865,0,0.7,0,282.5,0.2762,2018-05-06T10:00:00Z,3.24
286,101481,3.8,3.1,0.00807,0,0,0,273.2,1,2018-05-06T10:00:00Z,4.9
278.5,97831,1.1,1.3,0.00844,0,3.7,0,281.8,0.2971,2018-05-06T10:00:00Z,1.7
280.7,99555,4.8,3.5,0.00763,0,6.7,0,282,0.2659,2018-05-06T10:00:00Z,5.94
280.8,101717,6.3,1.8,0.00627,0,0.3,0,273.2,1,2018-05-06T10:00:00Z,6.55
279.3,97932,4.8,0.6,0.00695,0,0,0,282.5,0.228,2018-05-06T10:00:00Z,4.84
280.5,99259,4.4,0.3,0.00675,0,0,0,283.9,0.224,2018-05-06T10:00:00Z,4.41
280.5,101738,1.1,0,0.0064,0,0.3,0,273.2,1,2018-05-06T10:00:00Z,1.1
282.1,101447,2.2,3.4,0.00689,0,4.7,0,273.2,1,2018-05-06T10:00:00Z,4.05
280.4,100657,3.3,-2.1,0.00787,0,0,0,282.7,0.2792,2018-05-06T13:00:00Z,3.91
281.6,98707,3.4,-1.4,0.00765,0,0,0,282.3,0.2626,2018-05-06T13:00:00Z,3.68
281.5,97620,2.7,2,0.00706,0,0,0,281.9,0.2428,2018-05-06T13:00:00Z,3.36
275.6,100744,4.8,-3.15,0.0073,0,2,0,279.5,0.2667,2018-05-06T13:00:00Z,5.74
282,101956,3.9,-3.15,0.0069,0,1.1,0,273.2,1,2018-05-06T13:00:00Z,5.01
279.5,99998,1.4,-0.7,0.00764,0,0.2,0,281.9,0.2947,2018-05-06T13:00:00Z,1.57
281.7,100557,2.9,1.3,0.00715,0,1.3,0,282,0.2928,2018-05-06T13:00:00Z,3.18
276.6,101175,4.4,-3.15,0.00735,0,2.2,0,280.2,0.269,2018-05-06T13:00:00Z,5.41
282.3,100866,1.1,1.4,0.0071,0,0,0,282.6,0.3006,2018-05-06T13:00:00Z,1.78
282.1,101675,3.3,4.3,0.00688,0,0,0,273.2,1,2018-05-06T13:00:00Z,5.42
279.7,97885,2.7,2,0.00697,0,0,0,281.8,0.2398,2018-05-06T13:00:00Z,3.36
282.8,101928,4.1,-0.3,0.00677,0,0,0,273.2,1,2018-05-06T13:00:00Z,4.11
281.25,98765,4.5,-1.2,0.00725,0,0.4,0,280.2,0.2597,2018-05-06T13:00:00Z,4.66
281.8,101981,4,-0.4,0.00655,0,0,0,273.2,1,2018-05-06T13:00:00Z,4.02
280.3,95675,3.3,-0.8,0.00768,0,0,0,280.3,0.265,2018-05-06T13:00:00Z,3.4
281.3,98039,3.9,1.4,0.007115,0,0.8,0,281.5,0.3032,2018-05-06T13:00:00Z,4.14
276,100822,4.2,-2.6,0.00733,0,2.1,0,280.3,0.2673,2018-05-06T13:00:00Z,4.94
281.5,101496,1.5,1.9,0.00725,0,0,0,281.9,0.2319,2018-05-06T13:00:00Z,2.42
281,99559,1.6,1.4,0.00683,0,0,0,281.6,0.2286,2018-05-06T13:00:00Z,2.13
282.5,101841,5.6,-3.15,0.00711,0,1.3,0,273.2,1,2018-05-06T13:00:00Z,6.43
280.9,96844,4.9,1.6,0.00725,0,0.9,0,281.1,0.2857,2018-05-06T13:00:00Z,5.15
278.2,99411,2.9,2.3,0.00691,0,1.1,0,282.4,0.2326,2018-05-06T13:00:00Z,3.7
281.5,97966,3.2,1.6,0.00747,0,0.4,0,281.8,0.2651,2018-05-06T13:00:00Z,3.58
278.4,99510,2.5,0.8,0.00721,0.4,0,0,280.4,0.2517,2018-05-06T13:00:00Z,2.62
281.4,99156,3.5,-2.5,0.00782,0,0,0,282.5,0.2688,2018-05-06T13:00:00Z,4.3
280.2,98900,2.9,0.3,0.00719,0,0.1,0,281.5,0.2327,2018-05-06T13:00:00Z,2.92
282,101891,3.5,1,0.00684,0,0.1,0,273.2,1,2018-05-06T13:00:00Z,3.64
279.3,100781,3.2,-1.9,0.00756,0,0.1,0,281.6,0.3096,2018-05-06T13:00:00Z,3.72
278.7,99373,2.7,-1.9,0.00793,0,0.2,0,277.4,0.2761,2018-05-06T13:00:00Z,3.3
286,101661,3,1.4,0.00807,0,0,0,273.2,1,2018-05-06T13:00:00Z,3.31
280.6,97925,2.7,-0.25,0.00812,0,0.2,0,281.2,0.2979,2018-05-06T13:00:00Z,2.71
275.7,99787,4.6,-3.15,0.00723,0,1.1,0,279.9,0.267,2018-05-06T13:00:00Z,5.58
280.8,101806,5.5,6.2,0.00632,0,0,0,273.2,1,2018-05-06T13:00:00Z,8.29
